"","HYBAS_ID","SUB_AREA","GIS_AREA","protectpi"
"1",6050016760,46433.4,273.770675546373,0.00589598598307196
"2",6050016770,12638.9,164.328483614332,0.0130018026580107
"3",6050040520,21476.2,599.740114853066,0.0279258022766163
"4",6050667090,125982,5706.12837283411,0.0452932035753846
"5",6050667100,109239.9,4040.21519567398,0.0369847939779694
"6",6050674150,34071,874.432362258127,0.0256650043220958
"7",6050674210,680.9,0.925739814630806,0.00135958263273727
"8",6050675090,37235.9,71.8435418234079,0.00192941601581828
"9",6050675150,22096.3,2025.36514828304,0.0916608277532001
"10",6050680380,34881.1,55.8451847530635,0.00160101558589217
"11",6050680410,19715.5,63.0563924869929,0.00319831566467972
"12",6050681720,14430.4,101.597678222776,0.00704053097785068
"13",6050705380,12213.9,4.94903771943148,0.000405197170390414
"14",6050705490,9913.9,2.07392069852901,0.000209193223507299
"15",6050708750,16487.1,2000.37478446794,0.121329693182424
"16",6050709700,2565.8,2.19911439980735,0.000857087224182458
"17",6050709810,60319.7,1330.6774829144,0.0220604128156208
"18",6050709930,35672.9,168.391332160308,0.00472042733168058
"19",6050710030,211620.1,12549.1801013248,0.0593005111580838
"20",6050710170,78297.2,18155.7767224051,0.231882835176802
"21",6050718180,72166.9,3768.69858957888,0.0522219825096947
"22",6050719760,26432,643.261569078742,0.0243364697744682
"23",6050719850,25200.1,874.309460845078,0.0346946821974944
"24",6050721300,25219.2,1660.40744117372,0.0658390211098577
"25",6050728570,22470.9,118.931743900386,0.00529270051045512
"26",6050728580,14642.8,96.8364183890709,0.0066132446245985
"27",6050738860,33608.6,17.8969559380748,0.0005325112006473
"28",6050738870,15781.2,137.514401788982,0.00871381148385303
"29",6050752460,10822.3,432.527141588795,0.0399662864260643
"30",6050752470,24160,500.615498275124,0.0207208401603942
"31",6050755240,24892.7,390.289910061748,0.0156788901992049
"32",6050757070,9033.7,61.0656493763432,0.00675976060488429
"33",6050757590,3664.6,17.4772938838784,0.00476922280300125
"34",6050759370,37869.9,930.982708638985,0.024583711830213
"35",6050759380,2650,772.6003586295,0.291547305143207
"36",6050760520,19215.4,1450.05220397969,0.0754630246562493
"37",6050760600,8511.4,16.8521527447131,0.00197995074191239
"38",6050762760,2084.6,995.427211412762,0.477514732520753
"39",6050762870,36699,1682.69588281602,0.0458512734084313
"40",6050774150,23471.2,2284.01539905971,0.0973114028707398
"41",6050774200,26049,1609.91075382928,0.0618031691746048
"42",6050790150,114707.3,2367.27583735324,0.0206375342925275
"43",6050790160,264041.2,8533.46623540903,0.0323186920655149
"44",6050793610,28898.8,3231.90182013884,0.11183515648189
"45",6050793620,67535.5,3443.00932438975,0.050980733457067
"46",6050808660,107168,3435.26056895224,0.0320549097580643
"47",6050808670,121712.6,3038.10397470305,0.0249612938570292
"48",6050814820,5156.7,116.649203096709,0.0226209015643161
"49",6050814830,50030.4,2896.90503178652,0.0579028956751599
"50",6050816160,21657,627.753906871785,0.0289861895401849
"51",6050816240,208.2,109.11942741701,0.524108681157589
"52",6050816630,21120.8,1552.99821148688,0.0735293270845272
"53",6050818720,14884,609.659106185488,0.0409607031836528
"54",6050818840,13379.1,692.090214134618,0.0517292055620048
"55",6050819650,56623.1,3079.69293870308,0.0543893382506976
"56",6050837900,17440.7,1180.75373351006,0.0677010517645542
"57",6050837910,36858.2,1357.94311593687,0.0368423611553703
"58",6050842120,110464,990.979877207752,0.00897106638549892
"59",6050842130,47203.5,11.5865146221076,0.000245458803311357
"60",6050849780,11412.4,15.9997926480632,0.00140196563808342
"61",6050849790,26872.7,1684.67992863746,0.0626911299808897
"62",6050852180,12473.7,149.819505864681,0.0120108312581416
"63",6050852210,6649.4,16.0920468346691,0.00242007501950087
"64",6050852410,14641.1,11.7303860590083,0.000801195679218658
"65",6050869670,26612.6,0.140139493415064,5.26590763078632e-06
"66",6050869680,15259.7,23.8502317608491,0.00156295548148713
"67",6050870380,25197.8,71.3784541524186,0.00283272564082652
"68",6050879900,2650.4,61.9446444860306,0.023371809721563
"69",6050893010,21657.1,1.17288377956071,5.41570099210287e-05
"70",6050852400,0,0,0
"71",6050016970,0,0,0
"72",6050892920,0,0,0
"73",6050887830,0,0,0
"74",6050887840,0,0,0
"75",6050887140,0,0,0
"76",6050887050,0,0,0
"77",6050879890,0,0,0
"78",6050870370,0,0,0
"79",6050846530,0,0,0
"80",6050846520,0,0,0
"81",6050816640,0,0,0
"82",6050830430,0,0,0
"83",6050830420,0,0,0
"84",6050819640,0,0,0
"85",6050755160,0,0,0
"86",6050721310,0,0,0
"87",6050718170,0,0,0
"88",6050757580,0,0,0
"89",6050709820,0,0,0
"90",6050757160,0,0,0
"91",6050681620,0,0,0
"92",6050708820,0,0,0
